Origin,Destination,Hotel Property,Hotel Nights Stay,Hotel Check In Date,Hotel Check Out Date,Expedia Package Price/Person,JetBlue Package Price/Person,% Savings (Compared to Expedia),Month,Advance_weeks,count
JFK,MCO,Allure Resort Orlando,7,10/25/15,11/1/15,746.48,648.4,13.14%,10,within 1 wk,1
JFK,MCO,Allure Resort Orlando,7,11/13/15,11/20/15,536.28,467.46,12.83%,11,2-4 wks,1
JFK,MCO,Allure Resort Orlando,7,11/8/15,11/15/15,585.53,512.54,12.46%,11,1-2 wks,1
JFK,MCO,Allure Resort Orlando,3,11/11/15,11/14/15,364.81,320.88,12.04%,11,1-2 wks,1
JFK,MCO,Allure Resort Orlando,3,11/13/15,11/16/15,414.77,366.89,11.54%,11,2-4 wks,1
JFK,MCO,Allure Resort Orlando,7,11/22/15,11/29/15,733.81,655.32,10.70%,11,2-4 wks,1
JFK,MCO,Allure Resort Orlando,3,11/14/15,11/17/15,308.57,279.76,9.34%,11,2-4 wks,1
JFK,MCO,Allure Resort Orlando,3,11/25/15,11/28/15,644.13,590.86,8.27%,11,2-4 wks,1
JFK,MCO,Allure Resort Orlando,3,11/15/15,11/18/15,314.64,288.95,8.17%,11,2-4 wks,1
JFK,MCO,Allure Resort Orlando,7,11/25/15,12/2/15,608.31,558.85,8.13%,11,2-4 wks,1
JFK,MCO,Allure Resort Orlando,3,11/22/15,11/25/15,312.71,288.95,7.60%,11,2-4 wks,1
JFK,MCO,Allure Resort Orlando,3,11/1/15,11/4/15,463.35,431.33,6.91%,11,within 1 wk,1
JFK,BGI,"Almond Beach Resort,",7,11/25/15,12/2/15,1949.5,1474.13,24.38%,11,2-4 wks,1
JFK,BGI,"Almond Beach Resort,",3,10/28/15,10/31/15,1118.94,878.69,21.47%,10,within 1 wk,1
JFK,BGI,"Almond Beach Resort,",7,10/28/15,11/4/15,1888.36,1545.46,18.16%,10,within 1 wk,1
JFK,BGI,"Almond Beach Resort,",3,10/31/15,11/3/15,1097.94,907.06,17.39%,10,within 1 wk,1
JFK,BGI,"Almond Beach Resort,",3,11/25/15,11/28/15,1050.75,882.06,16.05%,11,2-4 wks,1
JFK,BGI,"Almond Beach Resort,",7,10/25/15,11/1/15,2322.81,1962.82,15.50%,10,within 1 wk,1
JFK,BGI,"Almond Beach Resort,",3,10/30/15,11/2/15,1266.19,1077.06,14.94%,10,within 1 wk,1
JFK,BGI,"Almond Beach Resort,",3,11/1/15,11/4/15,1120.77,954.29,14.85%,11,within 1 wk,1
JFK,BGI,"Almond Beach Resort,",3,10/25/15,10/28/15,1338.44,1295.88,3.18%,10,within 1 wk,1
JFK,BGI,"Almond Beach Resort,",3,10/24/15,10/27/15,1291.65,1250.78,3.16%,10,within 1 wk,1
FLL,CUN,Aloft Cancun,3,10/24/15,10/27/15,471.17,430.62,8.61%,10,within 1 wk,1
FLL,CUN,Aloft Cancun,7,11/25/15,12/2/15,700.8,673.15,3.95%,11,2-4 wks,1
FLL,CUN,Aloft Cancun,3,11/25/15,11/28/15,845.72,813.14,3.85%,11,2-4 wks,1
FLL,CUN,Aloft Cancun,7,11/21/15,11/28/15,1017.74,980.31,3.68%,11,2-4 wks,1
JFK,CUN,Aloft Cancun,7,11/21/15,11/28/15,1363.51,1326.8,2.69%,11,2-4 wks,1
FLL,CUN,Aloft Cancun,7,11/22/15,11/29/15,907.85,886.31,2.37%,11,2-4 wks,1
JFK,CUN,Aloft Cancun,7,11/22/15,11/29/15,1416.24,1403.5,0.90%,11,2-4 wks,1
JFK,CHS,aloft Charleston Airport and Convention Center,3,10/24/15,10/27/15,544.12,460.85,15.30%,10,within 1 wk,1
BOS,JFK,Aloft Harlem,3,10/24/15,10/27/15,801.07,675.05,15.73%,10,within 1 wk,1
BOS,JFK,Aloft Harlem,3,10/25/15,10/28/15,750.61,712.5,5.08%,10,within 1 wk,1
BOS,JFK,Aloft Harlem,7,10/24/15,10/31/15,1442.62,1430.5,0.84%,10,within 1 wk,1
BOS,JFK,Aloft Manhattan Downtown - Financial District,3,10/23/15,10/26/15,785.86,705.47,10.23%,10,within 1 wk,1
BOS,JFK,Aloft Manhattan Downtown - Financial District,3,10/30/15,11/2/15,731.92,687.94,6.01%,10,within 1 wk,1
BOS,JFK,Aloft New York Brooklyn Hotel,3,11/18/15,11/21/15,625.04,457.8,26.76%,11,2-4 wks,1
BOS,JFK,Aloft New York Brooklyn Hotel,3,10/21/15,10/24/15,1012.41,883.81,12.70%,10,within 1 wk,1
BOS,JFK,Aloft New York Brooklyn Hotel,3,10/24/15,10/27/15,846.43,752.61,11.08%,10,within 1 wk,1
BOS,JFK,Aloft New York Brooklyn Hotel,3,10/28/15,10/31/15,806.71,717.4,11.07%,10,within 1 wk,1
BOS,JFK,Aloft New York Brooklyn Hotel,3,11/15/15,11/18/15,443.26,403.77,8.91%,11,2-4 wks,1
BOS,JFK,Aloft New York Brooklyn Hotel,7,11/14/15,11/21/15,894.73,849.12,5.10%,11,2-4 wks,1
BOS,JFK,Aloft New York Brooklyn Hotel,7,11/15/15,11/22/15,884.09,842.29,4.73%,11,2-4 wks,1
BOS,JFK,Aloft New York Brooklyn Hotel,7,11/13/15,11/20/15,917.61,877.61,4.36%,11,2-4 wks,1
BOS,JFK,Aloft New York Brooklyn Hotel,3,10/31/15,11/3/15,687.23,672.3,2.17%,10,within 1 wk,1
JFK,TPA,Aloft Tampa Downtown,7,10/23/15,10/30/15,1121.16,1030.65,8.07%,10,within 1 wk,1
JFK,TPA,Aloft Tampa Downtown,3,10/23/15,10/26/15,688.45,673.88,2.12%,10,within 1 wk,1
FLL,PUJ,Alsol Del Mar,3,10/24/15,10/27/15,743.76,568.89,23.51%,10,within 1 wk,1
JFK,PUJ,Alsol Del Mar,3,10/25/15,10/28/15,923.57,790.38,14.42%,10,within 1 wk,1
SJU,PUJ,Alsol Del Mar,7,11/13/15,11/20/15,1088.49,932.37,14.34%,11,2-4 wks,1
FLL,PUJ,Alsol Del Mar,7,10/24/15,10/31/15,1037.32,902.53,12.99%,10,within 1 wk,1
FLL,PUJ,Alsol Del Mar,3,11/1/15,11/4/15,688.03,601.72,12.54%,11,within 1 wk,1
JFK,PUJ,Alsol Del Mar,3,11/25/15,11/28/15,1271.31,1121.84,11.76%,11,2-4 wks,1
FLL,PUJ,Alsol Del Mar,7,10/25/15,11/1/15,996.12,902.22,9.43%,10,within 1 wk,1
FLL,PUJ,Alsol Del Mar,7,11/13/15,11/20/15,1193.74,1086.6,8.98%,11,2-4 wks,1
JFK,PUJ,Alsol Del Mar,7,10/25/15,11/1/15,1269.48,1162.7,8.41%,10,within 1 wk,1
SJU,PUJ,Alsol Del Mar,3,10/21/15,10/24/15,773.35,709.22,8.29%,10,within 1 wk,1
SJU,PUJ,Alsol Del Mar,7,10/21/15,10/28/15,928.09,869.48,6.32%,10,within 1 wk,1
SJU,PUJ,Alsol Del Mar,3,10/28/15,10/31/15,567.05,535.74,5.52%,10,within 1 wk,1
JFK,PUJ,Alsol Del Mar,3,10/30/15,11/2/15,864.77,826.26,4.45%,10,within 1 wk,1
FLL,PUJ,Alsol Del Mar,3,11/8/15,11/11/15,709.55,677.96,4.45%,11,1-2 wks,1
JFK,PUJ,Alsol Del Mar,3,11/1/15,11/4/15,852.69,819.79,3.86%,11,within 1 wk,1
FLL,PUJ,Alsol Del Mar,7,11/1/15,11/8/15,1279.42,1249.62,2.33%,11,within 1 wk,1
SJU,PUJ,Alsol Del Mar,3,11/22/15,11/25/15,716.99,702.85,1.97%,11,2-4 wks,1
SJU,PUJ,Alsol Del Mar,7,11/22/15,11/29/15,1411.41,1396.37,1.07%,11,2-4 wks,1
JFK,PUJ,Alsol Del Mar,7,10/30/15,11/6/15,1252.3,1240.46,0.95%,10,within 1 wk,1
FLL,PUJ,Alsol Del Mar,7,11/8/15,11/15/15,1378.2,1365.62,0.91%,11,1-2 wks,1
SJU,PUJ,Alsol Del Mar,3,11/15/15,11/18/15,542.51,539.92,0.48%,11,2-4 wks,1
FLL,PUJ,Alsol Luxury Village,3,10/24/15,10/27/15,744.15,581,21.92%,10,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,3,10/25/15,10/28/15,743.65,581,21.87%,10,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,3,10/28/15,10/31/15,695.96,581,16.52%,10,within 1 wk,1
JFK,PUJ,Alsol Luxury Village,3,10/28/15,10/31/15,922.47,811.46,12.03%,10,within 1 wk,1
JFK,PUJ,Alsol Luxury Village,3,11/25/15,11/28/15,1271.5,1119.52,11.95%,11,2-4 wks,1
JFK,PUJ,Alsol Luxury Village,3,10/25/15,10/28/15,923.96,826,10.60%,10,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,3,10/31/15,11/3/15,676.87,605.3,10.57%,10,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,3,10/30/15,11/2/15,664.45,595.82,10.33%,10,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,3,11/1/15,11/4/15,688.21,617.45,10.28%,11,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,7,10/24/15,10/31/15,1038.27,938.87,9.57%,10,within 1 wk,1
SJU,PUJ,Alsol Luxury Village,3,10/21/15,10/24/15,773.75,721.03,6.81%,10,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,3,11/18/15,11/21/15,757.94,709.51,6.39%,11,2-4 wks,1
SJU,PUJ,Alsol Luxury Village,3,10/23/15,10/26/15,619.48,588.03,5.08%,10,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,7,10/28/15,11/4/15,1037.42,988.97,4.67%,10,within 1 wk,1
JFK,PUJ,Alsol Luxury Village,3,10/30/15,11/2/15,865.1,826.68,4.44%,10,within 1 wk,1
FLL,PUJ,Alsol Luxury Village,7,10/25/15,11/1/15,997.03,956.21,4.09%,10,within 1 wk,1
SJU,PUJ,Alsol Luxury Village,3,10/30/15,11/2/15,621.01,600.06,3.37%,10,within 1 wk,1
SJU,PUJ,Alsol Luxury Village,7,10/23/15,10/30/15,908.67,881.3,3.01%,10,within 1 wk,1
SJU,PUJ,Alsol Luxury Village,3,10/28/15,10/31/15,567.44,551.03,2.89%,10,within 1 wk,1
SJU,PUJ,Alsol Luxury Village,3,11/14/15,11/17/15,973.4,959.8,1.40%,11,2-4 wks,1
FLL,PUJ,Alsol Luxury Village,3,11/8/15,11/11/15,668.79,661.54,1.08%,11,1-2 wks,1
JFK,PUJ,Alsol Luxury Village,7,10/25/15,11/1/15,1270.39,1259.62,0.85%,10,within 1 wk,1
SJU,PUJ,Alsol Luxury Village,7,10/21/15,10/28/15,929.03,921.66,0.79%,10,within 1 wk,1
SJU,PUJ,Alsol Luxury Village,3,11/18/15,11/21/15,776.49,773.95,0.33%,11,2-4 wks,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,3,10/24/15,10/27/15,773.23,620.52,19.75%,10,within 1 wk,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,3,10/25/15,10/28/15,772.71,620.52,19.70%,10,within 1 wk,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,3,10/28/15,10/31/15,724.97,615.59,15.09%,10,within 1 wk,1
JFK,PUJ,AlSol Tiara Collection Cap Cana,3,10/28/15,10/31/15,951.49,850.14,10.65%,10,within 1 wk,1
JFK,PUJ,AlSol Tiara Collection Cap Cana,3,10/25/15,10/28/15,953.05,856,10.18%,10,within 1 wk,1
JFK,PUJ,AlSol Tiara Collection Cap Cana,3,11/25/15,11/28/15,1313.17,1180.76,10.08%,11,2-4 wks,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,3,10/30/15,11/2/15,700.88,633.21,9.66%,10,within 1 wk,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,3,10/31/15,11/3/15,714.4,650.84,8.90%,10,within 1 wk,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,3,11/1/15,11/4/15,730,668.46,8.43%,11,within 1 wk,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,3,11/18/15,11/21/15,772.52,716.25,7.28%,11,2-4 wks,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,7,10/24/15,10/31/15,1106.38,1031.09,6.81%,10,within 1 wk,1
SJU,PUJ,AlSol Tiara Collection Cap Cana,3,10/21/15,10/24/15,802.81,759.7,5.37%,10,within 1 wk,1
SJU,PUJ,AlSol Tiara Collection Cap Cana,3,10/23/15,10/26/15,648.13,621.82,4.06%,10,within 1 wk,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,7,10/28/15,11/4/15,1117.74,1072.46,4.05%,10,within 1 wk,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,7,10/25/15,11/1/15,1063.84,1031.09,3.08%,10,within 1 wk,1
JFK,PUJ,AlSol Tiara Collection Cap Cana,3,10/30/15,11/2/15,898.37,871.06,3.04%,10,within 1 wk,1
SJU,PUJ,AlSol Tiara Collection Cap Cana,7,10/23/15,10/30/15,976.22,948.31,2.86%,10,within 1 wk,1
SJU,PUJ,AlSol Tiara Collection Cap Cana,3,10/30/15,11/2/15,654.45,639.25,2.32%,10,within 1 wk,1
SJU,PUJ,AlSol Tiara Collection Cap Cana,3,10/28/15,10/31/15,596.42,584.82,1.94%,10,within 1 wk,1
FLL,PUJ,AlSol Tiara Collection Cap Cana,3,11/8/15,11/11/15,679.62,674.25,0.79%,11,1-2 wks,1
SJU,PUJ,AlSol Tiara Collection Cap Cana,3,11/14/15,11/17/15,1015.36,1010.84,0.45%,11,2-4 wks,1
SJU,PUJ,AlSol Tiara Collection Cap Cana,7,10/21/15,10/28/15,996.69,995.7,0.10%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,10/24/15,10/27/15,807.45,663.27,17.86%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,11/1/15,11/4/15,666.46,549.07,17.61%,11,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,10/21/15,10/24/15,864.01,729.92,15.52%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,11/4/15,11/7/15,660.54,559.17,15.35%,11,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,11/7/15,11/10/15,596.27,508.2,14.77%,11,1-2 wks,1
BOS,JFK,Ameritania at Times Square,7,11/1/15,11/8/15,1250.42,1093.02,12.59%,11,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,10/28/15,10/31/15,788.95,690.73,12.45%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,11/4/15,11/11/15,1157.59,1021.04,11.80%,11,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,10/23/15,10/26/15,751.6,663.27,11.75%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,10/30/15,11/2/15,745.03,663.27,10.97%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,10/21/15,10/28/15,1534.53,1396.73,8.98%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,11/8/15,11/15/15,1163.12,1059.58,8.90%,11,1-2 wks,1
BOS,JFK,Ameritania at Times Square,3,11/6/15,11/9/15,600.02,547.04,8.83%,11,1-2 wks,1
BOS,JFK,Ameritania at Times Square,7,11/6/15,11/13/15,1157.5,1055.45,8.82%,11,1-2 wks,1
BOS,JFK,Ameritania at Times Square,3,11/8/15,11/11/15,573.61,524.51,8.56%,11,1-2 wks,1
BOS,JFK,Ameritania at Times Square,3,10/25/15,10/28/15,704.62,646.6,8.23%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,10/28/15,11/4/15,1379.79,1268.98,8.03%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,3,10/31/15,11/3/15,702.59,646.6,7.97%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,10/25/15,11/1/15,1414.3,1302.31,7.92%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,10/23/15,10/30/15,1455.48,1341.08,7.86%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,11/11/15,11/18/15,1047.52,983.4,6.12%,11,1-2 wks,1
BOS,JFK,Ameritania at Times Square,3,11/15/15,11/18/15,491,471.19,4.03%,11,2-4 wks,1
BOS,JFK,Ameritania at Times Square,7,10/24/15,10/31/15,1410.77,1357.54,3.77%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,10/31/15,11/7/15,1327.33,1302.31,1.89%,10,within 1 wk,1
BOS,JFK,Ameritania at Times Square,7,10/30/15,11/6/15,1336.68,1330.08,0.49%,10,within 1 wk,1
JFK,AUA,Amsterdam Manor Beach Resort,3,10/30/15,11/2/15,954.23,814.79,14.61%,10,within 1 wk,1
JFK,AUA,Amsterdam Manor Beach Resort,3,11/1/15,11/4/15,944.37,814.79,13.72%,11,within 1 wk,1
JFK,AUA,Amsterdam Manor Beach Resort,3,10/31/15,11/3/15,935.97,810.44,13.41%,10,within 1 wk,1
JFK,AUA,Amsterdam Manor Beach Resort,3,10/28/15,10/31/15,942.89,817.2,13.33%,10,within 1 wk,1
JFK,AUA,Amsterdam Manor Beach Resort,7,10/28/15,11/4/15,1333.92,1248.79,6.38%,10,within 1 wk,1
JFK,AUA,Amsterdam Manor Beach Resort,7,10/30/15,11/6/15,1326.18,1243.17,6.26%,10,within 1 wk,1
JFK,AUA,Amsterdam Manor Beach Resort,3,11/21/15,11/24/15,1030.86,996.44,3.34%,11,2-4 wks,1
JFK,AUA,Amsterdam Manor Beach Resort,3,11/22/15,11/25/15,871.11,847.44,2.72%,11,2-4 wks,1
JFK,AUA,Amsterdam Manor Beach Resort,3,11/4/15,11/7/15,1019.68,996.44,2.28%,11,within 1 wk,1
JFK,AUA,Amsterdam Manor Beach Resort,7,10/31/15,11/7/15,1253.07,1243.17,0.79%,10,within 1 wk,1
JFK,RSW,Anchor Inn and Cottages,7,11/11/15,11/18/15,792.2,661.49,16.50%,11,1-2 wks,1
JFK,RSW,Anchor Inn and Cottages,7,11/7/15,11/14/15,832.88,699.2,16.05%,11,1-2 wks,1
JFK,RSW,Anchor Inn and Cottages,3,11/7/15,11/10/15,534.16,450.33,15.69%,11,1-2 wks,1
JFK,RSW,Anchor Inn and Cottages,7,11/6/15,11/13/15,915.89,776.48,15.22%,11,1-2 wks,1
JFK,RSW,Anchor Inn and Cottages,7,11/4/15,11/11/15,853.92,725.88,14.99%,11,within 1 wk,1
JFK,RSW,Anchor Inn and Cottages,3,11/14/15,11/17/15,502.42,428.02,14.81%,11,2-4 wks,1
JFK,RSW,Anchor Inn and Cottages,3,11/15/15,11/18/15,472.61,405.01,14.30%,11,2-4 wks,1
JFK,RSW,Anchor Inn and Cottages,7,11/1/15,11/8/15,1049.56,900.68,14.18%,11,within 1 wk,1
JFK,RSW,Anchor Inn and Cottages,3,11/13/15,11/16/15,653.87,570.6,12.73%,11,2-4 wks,1
JFK,RSW,Anchor Inn and Cottages,3,11/6/15,11/9/15,712.59,625.8,12.18%,11,1-2 wks,1
JFK,RSW,Anchor Inn and Cottages,3,11/11/15,11/14/15,423.4,382,9.78%,11,1-2 wks,1
JFK,RSW,Anchor Inn and Cottages,3,11/1/15,11/4/15,526.75,477.01,9.44%,11,within 1 wk,1
JFK,RSW,Anchor Inn and Cottages,3,11/4/15,11/7/15,526.03,477.01,9.32%,11,within 1 wk,1
JFK,RSW,Anchor Inn and Cottages,3,11/18/15,11/21/15,531.77,487.8,8.27%,11,2-4 wks,1
JFK,RSW,Anchor Inn and Cottages,3,11/8/15,11/11/15,467.44,432.6,7.45%,11,1-2 wks,1
BOS,JFK,Andaz 5th Avenue- a Hyatt Hotel,7,10/21/15,10/28/15,2372.81,2371.61,0.05%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,3,10/28/15,10/31/15,1092.62,475.31,56.50%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,3,10/30/15,11/2/15,814.85,539.8,33.75%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,7,10/24/15,10/31/15,1872.37,1309.86,30.04%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,3,10/31/15,11/3/15,928.69,670.13,27.84%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,7,10/25/15,11/1/15,1726.98,1402.34,18.80%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,7,10/28/15,11/4/15,1211.18,990.91,18.19%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,7,10/30/15,11/6/15,1412.01,1223.34,13.36%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,7,10/31/15,11/7/15,1668.88,1490.31,10.70%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,3,10/25/15,10/28/15,1463.2,1400.49,4.29%,10,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,3,11/22/15,11/25/15,646.73,633.62,2.03%,11,2-4 wks,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,3,11/1/15,11/4/15,1031.54,1013.21,1.78%,11,within 1 wk,1
JFK,SAN,Andaz San Diego - a Hyatt Hotel,7,11/22/15,11/29/15,1029.56,1026.49,0.30%,11,2-4 wks,1
BOS,JFK,Andaz Wall Street - a Hyatt Hotel,3,10/21/15,10/24/15,1022.79,917.03,10.34%,10,within 1 wk,1
BOS,JFK,Andaz Wall Street - a Hyatt Hotel,3,10/23/15,10/26/15,744.48,668.13,10.25%,10,within 1 wk,1
BOS,JFK,Andaz Wall Street - a Hyatt Hotel,3,10/30/15,11/2/15,682.06,644.04,5.57%,10,within 1 wk,1
BOS,JFK,Andaz Wall Street - a Hyatt Hotel,7,10/21/15,10/28/15,2193.09,2182.15,0.50%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,10/25/15,10/28/15,953.61,724.88,23.99%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,10/24/15,10/27/15,1191.38,937.6,21.30%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/1/15,11/4/15,970.99,769.85,20.71%,11,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,10/28/15,10/31/15,1033.16,848.97,17.83%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,10/23/15,10/26/15,1239.45,1059.97,14.48%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,10/24/15,10/31/15,2073.15,1778.14,14.23%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/4/15,11/7/15,793.12,746.93,5.82%,11,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,10/23/15,10/30/15,1930.99,1823.68,5.56%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/25/15,12/2/15,1436.7,1377.88,4.09%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/21/15,11/28/15,1617.12,1552.01,4.03%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/18/15,11/25/15,1432.99,1377.88,3.85%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/20/15,11/27/15,1422.83,1369.6,3.74%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,10/30/15,11/6/15,1908.56,1837.95,3.70%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/20/15,11/23/15,848.16,817.96,3.56%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/15/15,11/22/15,1380.32,1336.48,3.18%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/21/15,11/24/15,947.08,917.37,3.14%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/6/15,11/13/15,1321.06,1281.28,3.01%,11,1-2 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/13/15,11/16/15,751.41,729.64,2.90%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,10/28/15,11/4/15,1675.3,1631.13,2.64%,10,within 1 wk,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/25/15,11/28/15,1085.3,1060.16,2.32%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/14/15,11/17/15,734.7,729.64,0.69%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/18/15,11/21/15,777.64,773.35,0.55%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/14/15,11/21/15,1385.25,1377.88,0.53%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/13/15,11/20/15,1340.8,1336.48,0.32%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,3,11/22/15,11/25/15,838.4,836.35,0.24%,11,2-4 wks,1
JFK,LAX,Andaz West Hollywood - a Hyatt Hotel,7,11/8/15,11/15/15,1321.05,1318.09,0.22%,11,1-2 wks,1
JFK,CHS,Andrew Pinckney Inn,3,10/25/15,10/28/15,616.32,483.87,21.49%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,3,10/28/15,10/31/15,684.96,570.42,16.72%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,3,10/31/15,11/3/15,655.53,564.94,13.82%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,3,10/24/15,10/27/15,760.12,659.04,13.30%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,3,11/20/15,11/23/15,697.52,609.11,12.67%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,3,10/23/15,10/26/15,969.11,851.9,12.10%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,7,11/15/15,11/22/15,1117.72,1024.11,8.38%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,7,10/24/15,10/31/15,1287.57,1186.93,7.82%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,7,10/25/15,11/1/15,1272.01,1172.86,7.80%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,3,11/1/15,11/4/15,495.48,462.04,6.75%,11,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,3,11/13/15,11/16/15,719.25,671.93,6.58%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,3,11/25/15,11/28/15,902.13,861.08,4.55%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,7,11/22/15,11/29/15,1184.2,1131.38,4.46%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,7,10/23/15,10/30/15,1379.33,1324.8,3.95%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,3,11/18/15,11/21/15,538.24,519.27,3.52%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,3,11/22/15,11/25/15,529.05,510.61,3.49%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,7,11/21/15,11/28/15,1283.5,1241.89,3.24%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,3,11/21/15,11/24/15,646.81,626.45,3.15%,11,2-4 wks,1
JFK,CHS,Andrew Pinckney Inn,3,10/30/15,11/2/15,749.51,726.66,3.05%,10,within 1 wk,1
JFK,CHS,Andrew Pinckney Inn,7,10/28/15,11/4/15,1265.01,1227.52,2.96%,10,within 1 wk,1
